	R4_1	R3_3	R3_1	R4_2	R1_4	R2_2	R2_1	R3_4	R4_3	R3_2	R4_4	R2_3	R1_1	R1_2	R2_4	R1_3
OTU13111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13112	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU13113	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13114	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13115	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13116	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
OTU13117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU13118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13119	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU13120	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13126	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13127	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU13128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13129	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13130	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13131	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13134	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
OTU13135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13136	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU13138	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13139	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13140	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13141	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13143	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0
OTU13144	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13145	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13148	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU13149	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13151	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13152	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13153	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13154	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13155	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13156	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13158	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13159	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13160	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13161	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13162	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13164	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
OTU13165	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU13166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13169	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13170	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13171	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13172	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13173	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU13174	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13175	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU13176	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13177	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13178	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13179	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13180	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU13181	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13182	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13184	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13185	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13186	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13187	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13188	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13189	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU13190	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU13191	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
OTU13192	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU13193	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13194	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13195	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1
OTU13196	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13197	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU13198	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13199	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13200	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU13201	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13202	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13203	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13204	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13205	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13206	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13207	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
OTU13208	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13209	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13210	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13211	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13212	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13213	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13214	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU13215	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4
OTU13216	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13217	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13218	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13219	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OTU13220	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13221	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13222	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13223	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13224	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13225	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13226	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU13227	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13228	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13229	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
OTU13230	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU13231	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13232	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13233	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13234	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13235	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13236	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13237	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13238	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13239	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13240	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13241	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13242	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13243	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OTU13244	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13245	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13246	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU13247	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13248	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13249	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13250	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13251	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13252	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU13253	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13255	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0
OTU13256	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13257	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13258	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13259	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
OTU13260	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13261	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13263	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13264	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
OTU13265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13266	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU13267	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13268	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13270	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13271	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13273	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13274	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13275	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13276	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13277	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13278	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU13279	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13280	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU13281	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13282	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13283	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13284	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13285	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13286	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13287	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13288	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13289	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13290	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13291	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13292	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13293	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13294	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OTU13295	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13296	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU13297	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13298	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13299	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU13300	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13301	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13302	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13303	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13304	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13305	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13306	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13307	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13308	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13309	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
OTU13310	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU13311	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13312	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13313	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU13314	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13315	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13316	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13317	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
OTU13318	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13319	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13320	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13322	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13323	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13324	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13326	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13327	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13328	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13329	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13330	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13331	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13332	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU13333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13334	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13336	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13337	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13338	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13339	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU13340	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13341	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13342	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13343	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13344	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13345	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13346	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13347	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13348	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU13349	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13350	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13351	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13352	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13353	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13354	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13355	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
OTU13356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13357	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13358	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13359	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13360	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13361	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13362	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13363	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13364	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13365	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13366	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13367	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13368	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU13369	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13370	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
OTU13371	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13372	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13373	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13374	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13375	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13376	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13377	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13378	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13379	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0
OTU13380	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
OTU13381	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
OTU13382	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13383	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU13384	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13385	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13386	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
OTU13387	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13388	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13389	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2
OTU13390	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13391	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13392	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13393	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13394	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13395	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13396	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13397	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13398	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13399	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU13401	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13402	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13403	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13404	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU13405	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13406	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13407	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13408	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13409	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13410	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13411	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13412	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13413	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13415	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13416	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13417	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU13418	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13419	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13420	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13421	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13422	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13423	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13424	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13425	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13426	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13428	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13429	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13430	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13431	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13432	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13433	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13434	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13435	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13436	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU13437	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13438	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13439	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13440	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13441	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13442	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13443	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13444	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13445	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13446	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13447	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13448	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13449	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13450	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13451	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13452	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13453	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13454	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13455	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13456	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13457	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13458	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13459	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13460	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13461	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13462	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU13463	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU13464	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13465	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13466	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13467	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13468	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13469	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13470	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU13471	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13472	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13473	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
OTU13474	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13475	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU13476	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
